Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-20.552569	61.088717	3.210305	0.647857	64.946879
-20.527563	61.126106	3.224339	0.650780	65.001226
-20.502558	61.163496	3.238373	0.653704	65.055573
-20.477552	61.200885	3.252408	0.656627	65.109920
-20.452547	61.238275	3.266443	0.659550	65.164268
-20.427541	61.275664	3.280477	0.662474	65.218615
-20.402536	61.313054	3.294512	0.665397	65.272963
-20.377531	61.350443	3.308548	0.668321	65.327311
-20.352525	61.387139	3.322888	0.671382	65.381410
-20.327520	61.422588	3.337778	0.674693	65.435059
-20.302514	61.458036	3.352669	0.678004	65.488709
-20.277509	61.493485	3.367559	0.681314	65.542359
-20.252503	61.528935	3.382449	0.684625	65.596008
-20.227498	61.564384	3.397339	0.687936	65.649659
-20.202493	61.599833	3.412229	0.691247	65.703309
-20.177487	61.635283	3.427119	0.694557	65.756960
-20.152482	61.670733	3.442009	0.697868	65.810611
-20.127476	61.706183	3.456900	0.701179	65.864262
-20.102471	61.741224	3.472356	0.704160	65.917740
-20.077465	61.775532	3.488822	0.706554	65.970908
-20.052460	61.809841	3.505289	0.708947	66.024077
-20.027455	61.844149	3.521755	0.711341	66.077245
-20.002449	61.878457	3.538222	0.713735	66.130414
-19.977444	61.912766	3.554688	0.716129	66.183583
-19.952438	61.947074	3.571155	0.718522	66.236751
-19.927433	61.981383	3.587621	0.720916	66.289920
-19.902427	62.015691	3.604087	0.723310	66.343088
-19.877422	62.050000	3.620554	0.725704	66.396257
-19.852417	62.083769	3.637139	0.728767	66.449675
-19.827411	62.116586	3.653932	0.733015	66.503533
-19.802406	62.149404	3.670726	0.737263	66.557392
-19.777400	62.182221	3.687519	0.741510	66.611250
-19.752395	62.215038	3.704313	0.745758	66.665109
-19.727389	62.247856	3.721106	0.750006	66.718967
-19.702384	62.280673	3.737900	0.754253	66.772826
-19.677379	62.313490	3.754693	0.758501	66.826684
-19.652373	62.346308	3.771487	0.762748	66.880543
-19.627368	62.379125	3.788280	0.766996	66.934402
-19.602362	62.411412	3.805675	0.770663	66.987751
-19.577357	62.442771	3.824124	0.773314	67.040209
-19.552351	62.474129	3.842573	0.775964	67.092667
-19.527346	62.505488	3.861021	0.778615	67.145125
-19.502340	62.536847	3.879470	0.781266	67.197582
-19.477335	62.568206	3.897918	0.783916	67.250040
-19.452330	62.599565	3.916366	0.786567	67.302498
-19.427324	62.630925	3.934814	0.789217	67.354956
-19.402319	62.662284	3.953261	0.791868	67.407413
-19.377313	62.693644	3.971709	0.794518	67.459871
-19.352308	62.724337	3.990178	0.797318	67.511833
-19.327302	62.753873	4.008687	0.800376	67.562936
-19.302297	62.783409	4.027197	0.803434	67.614039
-19.277292	62.812945	4.045706	0.806491	67.665142
-19.252286	62.842481	4.064215	0.809549	67.716245
-19.227281	62.872016	4.082725	0.812607	67.767348
-19.202275	62.901552	4.101235	0.815665	67.818452
-19.177270	62.931088	4.119745	0.818723	67.869556
-19.152264	62.960624	4.138255	0.821781	67.920659
-19.127259	62.990160	4.156765	0.824839	67.971764
-19.102254	63.019038	4.175468	0.828236	68.022742
-19.077248	63.046784	4.194502	0.832217	68.073503
-19.052243	63.074530	4.213536	0.836197	68.124264
-19.027237	63.102277	4.232570	0.840178	68.175025
-19.002232	63.130023	4.251604	0.844159	68.225786
-18.977226	63.157769	4.270638	0.848140	68.276547
-18.952221	63.185515	4.289672	0.852121	68.327308
-18.927216	63.213262	4.308706	0.856102	68.378069
-18.902210	63.241008	4.327740	0.860082	68.428830
-18.877205	63.268754	4.346774	0.864063	68.479591
-18.852199	63.295838	4.366240	0.868141	68.530219
-18.827194	63.321792	4.386442	0.872385	68.580618
-18.802188	63.347746	4.406644	0.876629	68.631018
-18.777183	63.373699	4.426846	0.880872	68.681418
-18.752178	63.399653	4.447048	0.885116	68.731818
-18.727172	63.425607	4.467251	0.889360	68.782218
-18.702167	63.451561	4.487453	0.893603	68.832618
-18.677161	63.477515	4.507656	0.897847	68.883018
